NO2,Proximity_to_Industrial_Areas,Air Quality
20.6,11.4,Good
26.414375678610206,9.1,Moderate
14.7,11.7,Good
34.1,6.5,Moderate
26.2,4.9,Poor
28.8,5.5,Moderate
33.6,7.2,Moderate
26.414375678610206,3.7,Poor
33.2,8.2,Poor
32.1,3.8,Hazardous
25.6,3.9,Poor
37.1,6.3,Moderate
27.5,10.8,Good
13.5,12.0,Good
32.1,5.0,Poor
17.3,11.3,Good
27.1,2.6,Hazardous
48.7,3.8,Hazardous
23.0,14.4,Good
18.8,10.4,Good
30.4,4.3,Poor
26.4,10.1,Good
16.5,10.7,Good
27.7,5.0,Moderate
30.4,5.3,Moderate
20.9,3.7,Poor
17.0,10.8,Good
28.0,6.1,Moderate
24.0,9.2,Moderate
26.414375678610206,6.2,Poor
22.3,5.3,Moderate
26.1,11.0,Good
19.6,11.1,Good
14.3,14.3,Good
28.6,6.2,Poor
31.0,6.4,Moderate
30.5,11.5,Moderate
25.5,11.1,Good
20.4,6.2,Moderate
30.9,3.2,Hazardous
20.7,12.2,Good
22.8,12.7,Good
26.8,7.3,Moderate
26.1,10.2,Good
33.0,6.1,Moderate
38.4,4.8,Hazardous
17.5,10.6,Good
32.9,6.0,Poor
37.8,4.8,Poor
26.0,10.0,Good
15.5,10.1,Good
33.4,6.0,Moderate
18.3,15.6,Good
22.8,12.7,Good
21.1,10.9,Good
26.6,10.2,Good
29.6,4.1,Poor
22.9,5.5,Moderate
14.5,13.9,Good
26.414375678610206,13.0,Good
33.0,6.9,Moderate
13.9,11.4,Good
23.2,10.4,Good
30.2,3.8,Poor
26.414375678610206,5.6,Moderate
25.7,7.0,Moderate
24.9,9.5,Moderate
41.3,2.5,Hazardous
33.5,2.6,Hazardous
22.3,10.2,Moderate
20.8,6.2,Moderate
26.414375678610206,7.6,Moderate
19.7,18.0,Good
26.414375678610206,13.7,Good
37.9,6.3,Hazardous
28.2,6.2,Moderate
38.8,3.6,Poor
15.0,13.7,Good
30.7,4.6,Poor
27.4,5.5,Moderate
23.1,10.3,Good
13.6,13.2,Good
26.414375678610206,11.9,Good
17.9,12.7,Good
26.414375678610206,11.1,Good
18.6,10.4,Good
16.2,12.1,Good
36.5,8.0,Hazardous
23.2,14.4,Good
26.5,4.9,Poor
49.3,11.2,Hazardous
21.1,6.1,Moderate
16.4,11.1,Good
26.414375678610206,3.2,Hazardous
23.7,10.7,Good
7.4,11.1,Good
22.8,10.2,Good
19.5,9.3,Moderate
32.2,3.7,Poor
26.6,10.1,Good
20.7,5.8,Moderate
16.9,12.2,Good
46.9,5.7,Hazardous
21.2,10.7,Good
42.3,4.1,Hazardous
23.0,13.2,Good
26.414375678610206,7.2,Moderate
22.0,12.9,Good
26.6,5.4,Moderate
50.7,4.3,Hazardous
28.7,5.9,Poor
29.8,4.1,Hazardous
20.0,5.8,Moderate
12.2,11.1,Good
38.3,7.6,Moderate
26.414375678610206,10.0,Good
26.414375678610206,5.1,Moderate
31.6,7.1,Poor
21.0,10.4,Good
34.8,3.6,Poor
30.4,6.4,Hazardous
20.2,10.2,Good
18.6,18.2,Good
28.3,3.4,Poor
25.6,11.1,Moderate
27.4,10.5,Good
23.9,18.6,Good
23.0,10.3,Good
22.2,10.7,Good
41.7,5.7,Poor
19.0,10.1,Good
27.8,5.0,Moderate
41.4,5.0,Hazardous
18.9,10.1,Good
31.4,4.9,Poor
22.0,9.1,Moderate
24.5,11.4,Good
29.0,5.8,Moderate
34.9,6.5,Poor
10.4,10.4,Good
32.6,5.8,Moderate
10.8,10.5,Good
20.8,5.4,Moderate
34.8,3.5,Poor
37.7,3.8,Poor
26.414375678610206,3.5,Poor
31.9,8.6,Moderate
48.0,5.6,Poor
16.4,13.3,Good
29.7,5.3,Moderate
15.3,12.9,Good
26.414375678610206,6.7,Moderate
49.1,2.9,Hazardous
26.4,10.6,Good
33.1,7.3,Poor
19.2,12.2,Good
14.3,14.7,Good
32.3,6.9,Moderate
14.3,10.3,Good
24.2,10.1,Good
36.0,4.8,Poor
24.1,10.6,Good
31.8,4.8,Hazardous
26.414375678610206,3.6,Hazardous
23.5,10.5,Moderate
34.0,2.5,Hazardous
18.9,11.4,Good
28.7,6.5,Moderate
26.7,5.1,Moderate
26.6,5.2,Moderate
30.1,6.8,Hazardous
28.0,13.5,Good
24.4,6.7,Poor
21.8,5.0,Poor
26.8,11.3,Good
25.1,10.1,Good
29.1,5.3,Moderate
15.5,11.4,Good
29.1,3.8,Poor
18.3,9.2,Moderate
26.3,12.2,Good
23.6,7.0,Moderate
12.4,10.5,Good
23.7,7.6,Moderate
29.9,5.2,Moderate
49.8,3.6,Hazardous
12.7,10.4,Good
26.414375678610206,3.5,Poor
22.4,6.0,Moderate
18.0,5.7,Moderate
21.7,10.8,Good
26.414375678610206,14.2,Good
19.9,5.4,Moderate
19.4,12.0,Good
24.5,6.0,Moderate
13.3,10.1,Good
27.3,10.3,Good
26.414375678610206,4.0,Poor
22.8,11.5,Good
47.8,2.8,Hazardous
24.5,5.9,Moderate
24.8,5.9,Moderate
18.3,12.9,Good
29.2,6.2,Moderate
17.5,6.6,Moderate
27.5,12.9,Good
23.4,11.7,Good
33.3,5.6,Moderate
19.2,8.7,Moderate
32.7,6.0,Moderate
21.4,7.5,Moderate
36.1,8.1,Poor
26.2,5.4,Moderate
34.1,11.6,Poor
22.1,10.5,Good
26.414375678610206,17.2,Good
19.4,11.3,Moderate
38.5,3.8,Poor
11.8,11.8,Good
17.5,15.5,Good
15.2,13.8,Good
21.6,13.7,Good
11.7,12.0,Good
33.4,5.0,Moderate
18.2,10.5,Good
10.1,14.6,Good
35.9,4.5,Poor
28.9,11.7,Good
39.7,4.4,Poor
24.1,10.4,Good
35.4,6.6,Moderate
34.6,5.1,Poor
36.0,5.9,Hazardous
35.5,3.2,Hazardous
40.9,5.9,Hazardous
27.1,6.9,Hazardous
25.4,11.4,Good
14.8,14.6,Good
17.1,12.9,Good
29.1,5.2,Moderate
34.2,7.5,Hazardous
41.8,3.6,Poor
21.5,14.5,Good
17.5,11.2,Good
16.5,10.8,Good
21.9,5.3,Moderate
28.8,5.2,Moderate
24.4,7.3,Moderate
26.9,16.1,Good
32.0,9.9,Moderate
26.414375678610206,6.8,Moderate
26.414375678610206,10.9,Moderate
18.7,5.5,Moderate
23.6,7.5,Moderate
26.414375678610206,6.1,Moderate
19.4,11.1,Good
56.0,4.0,Hazardous
19.8,10.2,Good
26.2,5.6,Poor
12.3,10.4,Good
14.1,11.7,Good
17.7,11.0,Good
22.1,15.0,Good
41.9,4.8,Poor
28.8,7.0,Poor
21.9,10.5,Good
25.2,12.6,Good
26.414375678610206,13.3,Good
24.8,10.2,Good
40.8,3.2,Hazardous
26.7,6.1,Moderate
12.2,12.0,Good
22.1,5.2,Moderate
14.8,11.4,Good
22.5,5.3,Moderate
19.5,11.7,Good
35.9,7.1,Poor
22.4,10.8,Good
27.1,10.1,Good
26.5,12.3,Good
15.0,11.0,Good
26.414375678610206,3.7,Hazardous
36.1,3.6,Hazardous
21.2,10.8,Good
25.4,5.3,Moderate
39.1,5.2,Poor
27.7,3.8,Poor
26.414375678610206,12.0,Good
25.4,11.7,Good
40.4,5.2,Poor
26.414375678610206,12.6,Good
26.5,12.5,Good
34.3,4.3,Poor
26.5,9.9,Moderate
37.2,3.8,Poor
20.6,11.1,Good
21.6,5.6,Moderate
24.9,3.5,Poor
20.6,12.5,Good
39.1,4.4,Hazardous
18.6,16.4,Good
38.0,6.7,Moderate
23.4,8.3,Moderate
26.414375678610206,14.1,Good
26.414375678610206,5.5,Poor
39.4,6.0,Poor
44.6,8.8,Hazardous
35.6,6.2,Poor
26.414375678610206,13.2,Good
36.2,2.7,Hazardous
31.8,7.0,Moderate
24.2,10.3,Good
20.4,10.8,Good
36.8,5.1,Hazardous
42.9,3.1,Hazardous
41.1,4.3,Poor
23.9,18.8,Good
17.2,3.9,Poor
26.9,10.2,Moderate
45.2,11.0,Hazardous
21.0,13.4,Good
26.414375678610206,5.0,Moderate
26.414375678610206,6.0,Moderate
37.1,7.4,Hazardous
21.2,10.9,Good
13.8,11.0,Good
14.1,10.4,Good
37.5,4.1,Poor
14.4,14.5,Good
18.8,5.1,Moderate
33.6,6.8,Moderate
28.3,15.3,Good
17.7,15.9,Good
27.2,10.1,Good
23.6,11.1,Good
18.4,5.0,Moderate
12.5,10.8,Good
33.6,10.6,Moderate
26.0,7.1,Moderate
26.414375678610206,10.5,Good
21.7,10.7,Good
27.5,8.6,Poor
18.5,13.7,Good
27.8,7.2,Moderate
34.1,5.8,Moderate
18.7,10.6,Good
22.8,6.3,Moderate
24.1,11.7,Good
20.8,11.3,Moderate
21.7,10.6,Good
20.9,12.5,Good
22.8,15.4,Good
26.414375678610206,12.3,Moderate
15.5,11.6,Good
24.6,8.1,Poor
27.4,5.7,Moderate
12.5,11.4,Good
15.1,13.0,Good
18.2,12.0,Moderate
36.8,4.6,Hazardous
23.4,11.0,Good
38.0,2.7,Hazardous
30.1,6.0,Moderate
24.8,5.0,Poor
38.7,2.8,Hazardous
31.5,5.5,Moderate
33.2,5.5,Moderate
31.7,5.3,Poor
41.8,5.4,Poor
23.3,7.2,Moderate
17.7,6.8,Moderate
22.7,11.8,Good
18.1,11.6,Good
19.8,5.6,Moderate
14.4,10.4,Good
17.2,11.5,Good
11.8,15.7,Good
13.1,11.7,Good
22.6,4.1,Poor
9.9,10.5,Good
27.3,6.7,Moderate
43.7,3.9,Poor
11.9,11.0,Good
20.8,10.9,Good
23.0,10.1,Good
34.4,3.4,Hazardous
27.3,7.2,Poor
30.0,3.7,Poor
37.3,8.3,Moderate
23.2,11.7,Good
20.8,11.8,Good
41.5,7.3,Hazardous
35.8,3.4,Hazardous
29.4,5.1,Moderate
26.414375678610206,4.0,Poor
37.6,2.8,Hazardous
27.1,11.2,Good
25.2,4.3,Poor
18.7,13.6,Good
26.414375678610206,4.0,Poor
30.4,5.9,Poor
12.4,13.2,Good
33.7,8.9,Poor
45.6,5.7,Hazardous
23.3,13.0,Good
27.2,4.7,Poor
11.7,10.8,Good
33.7,8.6,Moderate
21.3,10.5,Good
19.1,12.7,Moderate
46.6,3.9,Hazardous
20.7,5.1,Moderate
33.0,5.7,Moderate
33.7,5.2,Moderate
19.8,7.3,Moderate
33.6,6.9,Poor
23.6,7.9,Moderate
40.1,3.5,Poor
39.1,3.4,Poor
26.414375678610206,6.1,Moderate
13.9,15.6,Good
30.3,5.0,Moderate
37.3,21.6,Poor
26.7,7.4,Moderate
27.9,4.3,Poor
45.1,4.1,Hazardous
22.3,6.2,Moderate
30.1,5.8,Moderate
20.9,11.9,Good
15.0,10.6,Good
14.3,11.1,Good
26.414375678610206,6.3,Moderate
32.8,6.9,Moderate
14.5,13.4,Good
19.1,10.2,Good
16.1,12.7,Good
13.7,10.6,Good
26.414375678610206,2.6,Hazardous
15.4,14.4,Good
19.3,7.7,Moderate
22.0,6.6,Moderate
31.3,5.5,Poor
16.9,13.5,Good
30.8,7.2,Moderate
39.4,5.2,Hazardous
26.4,6.4,Moderate
30.6,10.4,Moderate
24.1,12.8,Good
26.414375678610206,6.2,Moderate
26.414375678610206,6.4,Poor
31.7,6.2,Poor
37.4,6.4,Moderate
25.4,5.1,Moderate
14.2,10.7,Good
44.3,6.1,Poor
27.2,4.3,Poor
27.1,5.5,Moderate
33.3,10.8,Poor
22.3,6.0,Moderate
14.9,11.2,Good
48.7,4.8,Hazardous
25.7,8.4,Moderate
29.4,6.3,Moderate
28.3,7.0,Moderate
30.9,8.9,Moderate
25.2,6.4,Moderate
38.9,4.4,Hazardous
18.7,6.6,Moderate
20.3,11.3,Good
35.3,6.0,Moderate
26.414375678610206,4.3,Poor
35.2,5.0,Moderate
36.1,4.0,Poor
25.2,10.9,Good
26.414375678610206,5.6,Poor
33.1,4.6,Poor
19.9,10.0,Good
26.2,10.1,Good
33.8,3.6,Poor
13.8,11.7,Good
30.0,7.8,Hazardous
24.9,10.6,Good
37.0,8.3,Moderate
24.7,10.5,Good
26.4,6.5,Moderate
31.8,20.8,Hazardous
19.1,14.2,Good
17.6,10.6,Good
26.414375678610206,3.0,Hazardous
33.8,3.7,Hazardous
26.414375678610206,9.4,Moderate
23.0,11.4,Good
17.4,8.8,Moderate
13.0,13.4,Good
45.5,2.8,Hazardous
25.3,5.7,Moderate
34.8,9.6,Moderate
23.7,11.6,Good
23.2,8.3,Moderate
